layer_name_raw,layer_title,layer_description,crs,bbox,attributes,geom_type
geonode:bcce_watershed_summary_poly_2015_road_stream_density,Stream Crossing Density Within the Skeena Watershed,"A polygon layer describing the number of road-stream crossings per freshwater assessment unit within the Skeena watershed. This layer contains a core set of watershed indicators, readily available from GeoBC or other ministry providers, within the BC Freshwater Atlas Assessment Units. It is themed using the ""RdsStrmX_1"" attribute.",EPSG:3005,,"the_geom, OBJECTID, WATERSHED_, WATERSHED1, WATERSHE_1, GNIS_ID_1, GNIS_NAME_, FWA_WATERS, LOCAL_WATE, WATERSHE_2, WATERSHE_3, WATERSHE_4, AU_Area_ha, AU_Area_km, AU_Area__1, AU_Area__2, LU_VRI_DIS, AU_GROUP_C, Coastal_In, FRESHWATER, RU_ID_NUM, RU_CODE, RU_Name, RU_AREA_HA, AU_RU_over, RU_CODE_Li, RU_count, fown_crown, fown_feder, fown_priva, fown_prote, fown_cro_1, fown_fed_1, fown_pri_1, fown_pro_1, Agricultur, Alpine_Sub, BTM_Logged, Forest_Lan, Fresh_Wate, Glaciers_a, Harvest_19, Harvest_pr, Mining_HA, OilandGas_, Railway_HA, Range_Land, Salt_Water, Seismic_HA, Shrubs_HA, TA_ROW_HA, Transmissi, Urban_HA, Urban_Mixe, Wetlands_E, Agricult_1, Alpine_S_1, BTM_Logg_1, Forest_L_1, Fresh_Wa_1, Glaciers_1, Harvest_20, Harvest__1, Mining_PCN, OilandGas1, Railway_PC, Range_La_1, Salt_Wat_1, Seismic_PC, Shrubs_PCN, TA_ROW_PCN, Transmis_1, Urban_PCNT, Urban_Mi_1, Wetlands_1, Human_Dist, Human_Di_1, Non_Human_, Human_Di_2, Human_Di_3, Non_Human1, TOT_Fire_H, TOT_Insect, TOT_Fire_I, TOT_Fire_P, TOT_Inse_1, TOT_Fire_1, net_Fire_H, net_Insect, net_Fire_I, net_Fire_P, net_Inse_1, net_Fire_1, AU_TOT_Dis, AU_TOT_D_1, AU_TOT_Non, AU_TOT_N_1, AU_TOT_Rd_, AU_TOT_str, Rd_Density, Rd_Densi_1, RdsStrmXin, RdsStrmX_1, RdsStrmX_2, RdsStrmBuf, RdsStrmB_1, RdsStrmB_2, Rd_Length_, RdSlope60_, RdSlope601, Rip_Human_, Rip_Human1, Rip_Natura, Rip_Tot_Hu, Rip_Tot_Al, Rip_Huma_1, Rip_Huma_2, Rip_Natu_1, Rip_Tot__1, Rip_Tot__2, Tot_Rip_No, Tot_Rip__1, ECA_HA, ECA_Unrepo, ECA_PCNT, ECA_Unre_1, ECA_Unre_2, ECA_Final_, POD_Count, POD_Flag, WWDischarg, WWDischa_1, Mine_Point, Mine_Poi_1, Dam_Lines_, Dam_Lines1, Rd_Densi_2, Rd_Densi_3, RdsStrmX_3, RdsStrmX_4, RdsStrmB_3, RdsStrmB_4, RdSlope6_1, RdSlope6_2, Tot_All_Ds, Tot_All__1, ECA_Final1, ECA_Fina_1, HIGH_INDIC, Rd_Densi_4, RdsStrmX_5, RdsStrmB_5, RdSlope6_3, Rip_Tot__3, ECA_Fina_2, Rollup_avg, Rollup_a_1, Rollup_a_2, Water_Quan, Water_Qu_1, Water_Qu_2, Water_Qual, Water_Qu_3, Water_Qu_4, Riparian_a, Riparian_1, Riparian_2, WAP_Rd_Den, WAP_Rd_D_1, WAP_RdsStr, WAP_RdsS_1, WAP_RdsS_2, WAP_RdsS_3, WAP_RdSlop, WAP_RdSl_1, WAP_Tot_Al, WAP_Tot__1, ASSESSMENT, ASSESSED_S, RUN_DATE, ASSESSME_1, Shape_Leng, Shape_Area, Wshd_ID, bcce_watershed_summary_poly_2015_road_stream_density",gml:MultiSurfacePropertyType
geonode:streams_databc_mwma_2014_10_12,"Stream Routes WSA (50,000) - Morice River Watershed","Stream routes derived from 1:50,000 NTS mapping, clipped to the Morice River Watershed.  Full dataset available at https://catalogue.data.gov.bc.ca/dataset/wsa-stream-routes-50-000. Published by the Ministry of Environment and Climate Change Strategy - Knowledge Management.

Dataset last modified 2014-12-10",EPSG:3005,,"the_geom, FTRCD, OBJECTID, CHANNEL, GZTTDNM, ROUTE_ID, NSDBCLNGTH, NWWTRSHDCD, TSDBCLNGTH, TYPE, WTRBDDNTFR, WBODY_ID, streams_databc_mwma_2014_10_12",gml:MultiLineStringPropertyType
geonode:streams_databc_nwbc_2014_12_100,Streams - Northwest BC,"Stream routes. Each stream channel is represented by a single line based on the 1:20,000 scale, clipped to Northwest BC.",EPSG:3005,,"wkb_geometry, linear_fea, watershed_, edge_type, blue_line_, watershe_1, fwa_waters, local_wate, watershe_2, downstream, length_met, feature_so, gnis_id, gnis_name, left_right, stream_ord, stream_mag, waterbody_, blue_lin_1, watershe_3, watershe_4, watershe_5, gradient, feature_co, geometry_l, streams_databc_nwbc_2014_12_100",gml:LineStringPropertyType
geonode:subwatersheds_egis_ubw_july_2018,Subwatersheds - Upper Bulkley River,"Subwatersheds of the Upper Bulkley River watershed upstream of the confluence of the Bulkley and Morice rivers. Bulkley River face units BR1 to BR9 are an aggregation of smaller first and second order creeks flowing directly into the Bulkley River not included in any of the named watersheds. Published by Eclipse Geomatics Ltd. July 31, 2018.",EPSG:3005,,"the_geom, GROUP_NAME, AREA_KM2, subwatersheds_egis_ubw_july_2018",gml:MultiSurfacePropertyType
geonode:sustut_river_1,Sustut River Watershed,Boundary of the Sustut River Watershed based on the BC Freshwater Atlas.,EPSG:3005,,"the_geom, WATERSHED_, WATERSHE_1, WATERSHE_2, AREA_HA, FEATURE_CO, GEOMETRY_L, GEOMETRY_A, sustut_river_1",gml:MultiSurfacePropertyType
geonode:till_geochem_geobc_bulkley_2013_10_18,Till Geochemistry - Bulkley River Valley,"Aggregated spatial file comprising till geochemistry and clast lithology of the Bulkley River Valley from Stumpf, A.J. (2012): Till geochemistry and clast lithology studies of the Bulkley River Valley, West-Central British Columbia (parts of NTS 093L); Geoscience BC, Report 2012-11, 59 p. Complete dataset and report available at http://www.geosciencebc.com/s/Report2012-11.asp.",EPSG:26909,,"the_geom, master_id_, MAP50, UTMEAST83, UTMNORTH83, LATITUDE, LONGITUDE, STUDY, TYPE, YEAR, SITE_ID, IR, ZS, SSGR, SSGN, AN, EX, ALT, VM, VF, CHCG, B, GS, OTHER, TOTAL, prcnt_IR, prcnt_SSGN, prcnt_SSGR, prcnt_ZS, prcnt_AN, prcnt_EX, prcnt_ALT, prcnt_VM, prcnt_VF, prcnt_CHCG, prcnt_B, prcnt_GS, Mo_ICP, Cu_ICP, Pb_ICP, Zn_ICP, Ag_ICP, Ni_ICP, Co_ICP, Mn_ICP, Fe_ICP, As_ICP, Sr_ICP, Cd_ICP, Bi_ICP, V_ICP, Ca_ICP, P_ICP, La_ICP, Cr_ICP, Mg_ICP, Ba_ICP, Ti_ICP, B_ICP, Al_ICP, Na_ICP, K_ICP, W_ICP, MAP50_2, Co_INA, Fe_INA, As_INA, La_INA, Cr_INA, Ba_INA, Na_INA, W_INA, Au_INA, Br_INA, Cs_INA, Hf_INA, Rb_INA, Sb_INA, Sc_INA, Se_INA, Sn_INA, Ta_INA, Th_INA, U_INA, Ce_INA, Nd_INA, Sm_OMA, Eu_INA, Tb_INA, Yb_INA, Lu_INA, till_geochem_geobc_bulkley_2013_10_18",gml:PointPropertyType
geonode:tree_farm_license_py_databc_kalum_epsg3005_20,Tree Farm License - Kalum LRMP,"Current Tree Farm Licenses clipped to the Kalum LRMP Area
Full dataset available at https://catalogue.data.gov.bc.ca/dataset/fadm-tree-farm-license-current-view-tfl-. Published by the Ministry of Forests, Lands, Natural Resource Operations and Rural Development",EPSG:3005,,"the_geom, TFLA_SYSID, FOR_FL_ID, TFL_TYPE, LICENCEE, FCODE, FC_SKEY, AREA_SQM, FEAT_LEN, SHAPE, OBJECTID, tree_farm_license_py_databc_kalum_epsg3005_20",gml:MultiSurfacePropertyType
geonode:pest_infestation_py_databc_nwbc_epsg3005_2019,Types of Pest Infestation and Natural Disturbances in Northwestern BC,"A map detailing the different types of pest and natural disturbances in the Northwestern BC area. Additional information available at https://catalogue.data.gov.bc.ca/dataset/pest-infestation-polygons. Published by the Ministry of Forests, Lands, Natural Resource Operations and Rural Development - Resource Practices",EPSG:3005,,"the_geom, POLY_NO, PST_SEV_CD, PST_SEV_DS, PST_SPC_CD, PST_COM_NM, PST_LTN_NM, PST_CM_CD, PST_CM_DSC, CPTR_YR, AREA_HA, ORG_UNITNO, TRE_SPC_NM, TRE_COM_NM, COMMENTS, FEAT_AREA, FEAT_LEN, OBJECTID, pest_infestation_py_databc_nwbc_epsg3005_2019",gml:MultiSurfacePropertyType
geonode:UBR_WaterTemp_monitoring_sites_2021_12_08,UBR_WaterTemp_monitoring_sites_2021_12_08,No abstract provided,EPSG:3005,,"fid, the_geom, STATION_NA, EASTING, NORTHING, LATITUDE, LONGITUDE, ORGANIZATI, TYPE_OF_MO, SSDC_URL, Key, Alias, Aspect, Elev_m, UBR_WaterTemp_monitoring_sites_2021_12_08",gml:PointPropertyType
geonode:UBR_WaterTemp_monitoring_sites_2025_02_23,UBR_WaterTemp_monitoring_sites_2025_02_23,No abstract provided,EPSG:3005,,"fid, the_geom, STATION_NA, EASTING, NORTHING, LATITUDE, LONGITUDE, ORGANIZATI, TYPE_OF_MO, SSDC_URL, Key, Alias, Aspect, Elev_m, UBR_WaterTemp_monitoring_sites_2025_02_23",gml:PointPropertyType
geonode:restoration_sites_pt_egis_ub_EPGS3005_2021_04,Upper Bulkley Restoration Sites,"Upper Bulkely restoration sites, updated April 15, 2021.",EPSG:3005,,"the_geom, Site, Proponent, Type, Completed, Proposed, Latitude, Longitude, restoration_sites_pt_egis_ub_EPGS3005_2021_04",gml:PointPropertyType
geonode:monitoring_sites_ubr_ubr_2018_10_02,Upper Bulkley River Watershed Monitoring Stations,"Established water quality, stream flow, and water temperature monitoring stations within the Upper Bulkley River Watershed. Published by Eclipse Geomatics Ltd. 

Dataset last modified 2018-10-02.",EPSG:4326,,"the_geom, STATION_NA, EASTING, NORTHING, LATITUDE, LONGITUDE, ORGANIZATI, TYPE_OF_MO, SSDC_URL, monitoring_sites_ubr_ubr_2018_10_02",gml:PointPropertyType
geonode:roads,Upper Bulkley Road Network,"This dataset is a compilation of the DRA (Digital Road Atlas), FTEN roads (Forest Tenure road permits), as well as manual updates and edits from the regional FLNRO office.",EPSG:4326,,"the_geom, OBJECTID, ROAD_CLASS, ROAD_TYPE, Shape_Leng, roads",gml:MultiLineStringPropertyType
geonode:bulkley_xing_density,Upper Bulkley Stream Crossing Density,Upper Bulkley Stream Crossing Density presented by sub-watershed.  Stream Crossing data is taken from the BC PSCIS Fish Passage program.,EPSG:3005,,"the_geom, area_km2, NAME, xing_dens, area_ha, bulkley_xing_density",gml:MultiSurfacePropertyType
geonode:crossing,Upper Bulkley Stream Crossings,"Stream Crossings within the Upper Bulkley sub-watershed.  Stream crossings are assigned a modelled fish habitat value of observed, inferred, or no fish habitat.",EPSG:3005,,"the_geom, FISH_HABIT, HABITAT_GA, GROUP_NAME, crossing",gml:PointPropertyType
geonode:UBulkley_wshed,Upper Bulkley Watershed Boundary,Upper Bulkley River watershed upstream of the confluence of the Bulkley and Morice rivers.,EPSG:3005,,"the_geom, DESCRIP, AREA_km2, UBulkley_wshed",gml:MultiSurfacePropertyType
geonode:upper_skeena_river_1,Upper Skeena River Sub-Watershed,Boundary of the Upper Skeena Sub-Watershed based on the BC Freshwater Atlas.,EPSG:3005,,"the_geom, WATERSHED_, WATERSHE_1, WATERSHE_2, AREA_HA, FEATURE_CO, GEOMETRY_L, GEOMETRY_A, upper_skeena_river_1",gml:MultiSurfacePropertyType
geonode:wq_sites_mwmt_mwma_2015,Water Quality Monitoring Sites - MWMA,Morice Water Monitoring Trust water quality monitoring sites within the Morice Watershed Management Area (MWMA). Dataset prepared by EGIS from the BC Environmental Monitoring Station (EMS) database published by the Ministry of Environment and Climate Change Strategy - Knowledge Management. ,EPSG:3005,,"the_geom, MNTRNG_ID, DESCRPTN, ELEVATION, ESTBL_DT, LATITUDE, LONGITUDE, MNTR_LOC_N, FRT_SMP_DT, LST_SMP_DT, SMPL_CNT, RSLT_CNT, wq_sites_mwmt_mwma_2015",gml:PointPropertyType
geonode:wq_algae_remington_2000_upper_bulkley_2018_09_12,Water Quality and Algae Monitoring Sites - Upper Bulkley Watershed,"Water quality and algae monitoring sites from ""Nutrients and algae in the Upper Bulkley River watershed 1997-2000"" (Remington and Donas, 2000). The report, including analytical results, is available at http://data.skeenasalmon.info/dataset/nutrients-and-algae-in-the-upper-bulkley-river-watershed. 

Map layer prepared by EGIS 2018-09-12.",EPSG:3005,,"the_geom, Site, Descriptio, Latitude, Longitude, Substrate, Shade, Sampling_l, field_8, wq_algae_remington_2000_upper_bulkley_2018_09_12",gml:PointPropertyType
geonode:water_licenses_pt_nwbc_databc_2019_08_27,Water Rights Licenses,"This layer displays water rights licence data administrated under the Water Sustainability Act. Additional information available at https://catalogue.data.gov.bc.ca/dataset/water-rights-licences-public. Published by the Ministry of Forests, Lands, Natural Resource Operations and Rural Development - Water Management",EPSG:3005,,"the_geom, WLS_WRL_SD, POD_NUMBER, PODSUBTYPE, PODDIVTYPE, POD_STATUS, FL_NMBR, WLL_TG_NMR, LCNC_NMBR, LCNC_STTS, LCNC_STTSE, PRRTY_DTE, EXP_DATE, PRPS_S_CD, PRPS_SE, SOURCE_NM, RDVRSN_ND, QUANTITY, QNTTY_NTS, QNTTY_FLG, QNTTY_FLGN, QTY_DVRSNE, QTY_NTS_DE, HYDRLC_CNY, PRMT_VR_CR, PRMRY_LCNM, ADDRSS_LN1, ADDRSS_LN2, ADDRSS_LN3, ADDRSS_LN4, COUNTRY, POSTAL_CD, LATITUDE, LONGITUDE, DSTRCT_PRM, SHAPE, OBJECTID, water_licenses_pt_nwbc_databc_2019_08_27",gml:PointPropertyType
geonode:zyoetz_river_1,Zymoetz River Watershed,Boundary of the Zymoetz River Watershed based on the BC Freshwater Atlas.,EPSG:3005,,"the_geom, WATERSHED_, WATERSHE_1, WATERSHE_2, AREA_HA, FEATURE_CO, GEOMETRY_L, GEOMETRY_A, zyoetz_river_1",gml:MultiSurfacePropertyType
geonode:agwild_2022_official,agwild_2022_official,No abstract provided,EPSG:3005,,"fid, the_geom, WHMA, ADA, FWR, UREP, AgW_Desig, Notes_2022, NumberSKEY, Perimeter, Area, agwild_2022_official",gml:MultiSurfacePropertyType
geonode:all_wmas,all_wmas,No abstract provided,EPSG:3005,,"fid_1, the_geom, fid, FSW_WMA_NA, LAYER, WML, FSW_LEVEL, GNIS_NAME_, WS_KM2, ECA_KM2, ECA, LOW_RSK_T, MOD_RSK_T, HIGH_RSK_T, RISK, all_wmas",gml:MultiSurfacePropertyType
geonode:all_wmas_BABL,all_wmas_BABL,No abstract provided,EPSG:4326,,"fid, the_geom, FSW_WMA, WML, FSW_LEV, GNIS_NA, FWA_WS_, LOW_RSK, MOD_RSK, HIGH_RS, all_wmas_BABL",gml:MultiSurfacePropertyType
geonode:aris,aris,No abstract provided,EPSG:3005,,"fid, the_geom, ARIS_NU, AFFIDAV, REPORT_, PROPERT, GENERAL, OPERATO, ASSESSM, ARIS_RE, aris",gml:PointPropertyType
geonode:babine_lake_LEVEL_L1,babine_lake_LEVEL_L1,No abstract provided,EPSG:3005,,"fid, the_geom, FSW_WMA, LAYER, WML, FSW_MGT, GNIS_NA, WS_KM2, ECA_KM2, ECA, LOW_RSK, MOD_RSK, HIGH_RS, RISK, babine_lake_LEVEL_L1",gml:MultiSurfacePropertyType
geonode:babine_lake_LEVEL_L2,babine_lake_LEVEL_L2,No abstract provided,EPSG:3005,,"fid, the_geom, FSW_WMA, LAYER, WML, FSW_MGT, GNIS_NA, WS_KM2, ECA_KM2, ECA, LOW_RSK, MOD_RSK, HIGH_RS, RISK, babine_lake_LEVEL_L2",gml:MultiSurfacePropertyType
geonode:babine_lake_LEVEL_L3_2,babine_lake_LEVEL_L3_2,No abstract provided,EPSG:3005,,"fid, the_geom, FSW_WMA, LAYER, WML, FSW_MGT, GNIS_NA, WS_KM2, ECA_KM2, ECA, LOW_RSK, MOD_RSK, HIGH_RS, RISK, babine_lake_LEVEL_L3_2",gml:MultiSurfacePropertyType
geonode:babine_lake_LEVEL_L3_v2,babine_lake_LEVEL_L3_v2,No abstract provided,EPSG:3005,,"fid, the_geom, FSW_WMA, LAYER, WML, FSW_MGT, GNIS_NA, WS_KM2, ECA_KM2, ECA, LOW_RSK, MOD_RSK, HIGH_RS, RISK, babine_lake_LEVEL_L3_v2",gml:MultiSurfacePropertyType
geonode:babine_lake_LEVEL_L4,babine_lake_LEVEL_L4,No abstract provided,EPSG:3005,,"fid, the_geom, FSW_WMA, LAYER, WML, FSW_MGT, GNIS_NA, WS_KM2, ECA_KM2, ECA, LOW_RSK, MOD_RSK, HIGH_RS, RISK, babine_lake_LEVEL_L4",gml:MultiSurfacePropertyType
geonode:babine_lake_LEVEL_L5,babine_lake_LEVEL_L5,No abstract provided,EPSG:3005,,"fid, the_geom, FSW_WMA, LAYER, WML, FSW_MGT, GNIS_NA, WS_KM2, ECA_KM2, ECA, LOW_RSK, MOD_RSK, HIGH_RS, RISK, babine_lake_LEVEL_L5",gml:MultiSurfacePropertyType
geonode:babine_lake_LEVEL_L6,babine_lake_LEVEL_L6,No abstract provided,EPSG:3005,,"fid, the_geom, FSW_WMA, LAYER, WML, FSW_MGT, GNIS_NA, WS_KM2, ECA_KM2, ECA, LOW_RSK, MOD_RSK, HIGH_RS, RISK, babine_lake_LEVEL_L6",gml:MultiSurfacePropertyType
geonode:babine_lake_LEVEL_L7_v2,babine_lake_LEVEL_L7_v2,No abstract provided,EPSG:3005,,"fid, the_geom, FSW_WMA, LAYER, WML, FSW_MGT, GNIS_NA, WS_KM2, ECA_KM2, ECA, LOW_RSK, MOD_RSK, HIGH_RS, RISK, babine_lake_LEVEL_L7_v2",gml:MultiSurfacePropertyType
geonode:babine_lake_all_levels,babine_lake_all_levels,No abstract provided,EPSG:3005,,"fid, the_geom, FSW_WMA, LAYER, WML, FSW_MGT, GNIS_NA, WS_KM2, ECA_KM2, ECA, LOW_RSK, MOD_RSK, HIGH_RS, RISK, babine_lake_all_levels",gml:MultiSurfacePropertyType
geonode:barrier_remediation_points,barrier_remediation_points,No abstract provided,EPSG:3005,,"fid, the_geom, STRMXNG_ID, OBJECTID, barrier_remediation_points",gml:PointPropertyType
geonode:bca_glaciers_5_year_increments_1984_2021_clip0,bca_glaciers_5_year_increments_1984_2021_clip0,No abstract provided,EPSG:3005,,"fid_1, the_geom, fid, year, area_water, nparts, area_glaci, n, method, region, PROV, area_1985_, area_2005_, area_gl_di, area_gl__1, area_gl__2, area_gl__3, wateryn, debrisyn, type_long, type_short, area_198_1, estimate, keep, area_gla_1, area_gla_2, bca_glaciers_5_year_increments_1984_2021_clip0",gml:MultiSurfacePropertyType
geonode:caribou_herd_BuMo_clipped,caribou_herd_BuMo_clipped,No abstract provided,EPSG:3005,,"fid, the_geom, CAR_POP_ID, CAR_TAG, HERD_NO, HERD_STAT, HERD_NAME, ECOTYPE, RISK_STAT, STMTDCRBPP, YR_F_LST_Y, FEAT_CODE, OBJECTID, AREA_SQM, FEAT_LEN, caribou_herd_BuMo_clipped",gml:MultiSurfacePropertyType
geonode:conservation_lands,conservation_lands,No abstract provided,EPSG:3005,,"fid, the_geom, ID, SITE_NAME, LAND_TYPE, TEN_TYPE, TEN_DESC, TEN_AREA, conservation_lands",gml:MultiSurfacePropertyType
geonode:current_historical_fire_perim_BuMo,current_historical_fire_perim_BuMo,No abstract provided,EPSG:3005,,"fid, the_geom, FIRE_NO, VERSION_NO, FIRE_YEAR, SIZE_HA, SOURCE, TRACK_DATE, LOAD_DATE, FIRE_STAT, FCODE, AREA_SQM, FEAT_LEN, SHAPE, OBJECTID, FIRE_CAUSE, FIRELABEL, FIRE_DATE, METHOD, current_historical_fire_perim_BuMo",gml:MultiSurfacePropertyType
geonode:dams,dams,No abstract provided,EPSG:3005,,"fid, the_geom, NAME, FILE_NO, OWNER, DAM_TYPE, CMMSSND_YR, DAM_HEIGHT, DAIL_CONSQ, RISK_LEVEL, REG_CODE, OP_CODE, dams",gml:MultiLineStringPropertyType
geonode:dfo_area_4_and_50,dfo_area_4_and_50,No abstract provided,EPSG:3005,,"fid, the_geom, DFO_SUB_ID, MGMT_AREA, MGMT_SUB_A, MGMT_A_ID, LABEL, FISH_AR_ID, OBJECTID, FEAT_AREA, FEAT_LEN, layer, dfo_area_4_and_50",gml:MultiSurfacePropertyType
geonode:eao_projects,eao_projects,No abstract provided,EPSG:3005,,"fid, the_geom, EPIC_ID, PRJ_NAME, PROPONENT, TYPE, SUB_TYPE, DESCRIP, PRJ_PHASE, DECISION, DCSN_DT, LAT, LONG, PRJ_URL, eao_projects",gml:PointPropertyType
geonode:ems_sites,ems_sites,No abstract provided,EPSG:3005,,"fid, the_geom, MNTRNG_ID, LOC_PRPSD, LOC_TY_CD, CLOSED_DT, DESCRPTN, ELEVATION, ESTBL_DT, LATITUDE, LONGITUDE, MNTR_LOC_N, FRT_SMP_DT, LST_SMP_DT, SMPL_CNT, PRMT_RLSHP, ems_sites",gml:PointPropertyType
geonode:esi_gb_4_10_py_esi_ssaf_area_3005_2021_06,esi_gb_4_10_py_esi_ssaf_area_3005_2021_06,No abstract provided,EPSG:3005,,"fid, the_geom, QualHab, esi_gb_4_10_py_esi_ssaf_area_3005_2021_06",gml:MultiSurfacePropertyType
geonode:esi_gb_4_1_py_esi_ssaf_area_3005_2021_06,esi_gb_4_1_py_esi_ssaf_area_3005_2021_06,No abstract provided,EPSG:3005,,"fid, the_geom, Rank, esi_gb_4_1_py_esi_ssaf_area_3005_2021_06",gml:MultiSurfacePropertyType
geonode:esi_gb_4_2_py_esi_ssaf_area_3005_2021_060,esi_gb_4_2_py_esi_ssaf_area_3005_2021_060,No abstract provided,EPSG:3005,,"fid, the_geom, PopDens, esi_gb_4_2_py_esi_ssaf_area_3005_2021_060",gml:MultiSurfacePropertyType
geonode:esi_gb_4_3_py_esi_ssaf_area_3005_2021_06,esi_gb_4_3_py_esi_ssaf_area_3005_2021_06,No abstract provided,EPSG:3005,,"fid, the_geom, SECURE_COR, esi_gb_4_3_py_esi_ssaf_area_3005_2021_06",gml:MultiSurfacePropertyType
geonode:esi_gb_4_4_py_esi_ssaf_area_3005_2021_060,esi_gb_4_4_py_esi_ssaf_area_3005_2021_060,No abstract provided,EPSG:3005,,"fid, the_geom, FemMort, esi_gb_4_4_py_esi_ssaf_area_3005_2021_060",gml:MultiSurfacePropertyType
geonode:esi_gb_4_5_py_esi_ssaf_area_3005_2021_06,esi_gb_4_5_py_esi_ssaf_area_3005_2021_06,No abstract provided,EPSG:3005,,"fid, the_geom, FrCntry, esi_gb_4_5_py_esi_ssaf_area_3005_2021_06",gml:MultiSurfacePropertyType
geonode:esi_gb_4_6_py_esi_ssaf_area_3005_2021_061,esi_gb_4_6_py_esi_ssaf_area_3005_2021_061,No abstract provided,EPSG:3005,,"fid, the_geom, HuntDen, esi_gb_4_6_py_esi_ssaf_area_3005_2021_061",gml:MultiSurfacePropertyType
geonode:esi_gb_4_7_py_esi_ssaf_area_3005_2021_06,esi_gb_4_7_py_esi_ssaf_area_3005_2021_06,No abstract provided,EPSG:3005,,"fid, the_geom, Rds, esi_gb_4_7_py_esi_ssaf_area_3005_2021_06",gml:MultiSurfacePropertyType
geonode:esi_gb_4_8_py_esi_ssaf_area_3005_2021_06,esi_gb_4_8_py_esi_ssaf_area_3005_2021_06,No abstract provided,EPSG:3005,,"fid, the_geom, SerCnfr, esi_gb_4_8_py_esi_ssaf_area_3005_2021_06",gml:MultiSurfacePropertyType
geonode:esi_gb_4_9_py_esi_ssaf_area_3005_2021_060,esi_gb_4_9_py_esi_ssaf_area_3005_2021_060,No abstract provided,EPSG:3005,,"fid, the_geom, SalmKg, BeiPcnt, esi_gb_4_9_py_esi_ssaf_area_3005_2021_060",gml:MultiSurfacePropertyType
geonode:fadm_tsa,fadm_tsa,No abstract provided,EPSG:3005,,"fid, the_geom, TSA_NUMBER, TSA_DESC, EFFEC_DT, RETIRE_DT, COMMENTS, UPDATE_DT, fadm_tsa",gml:MultiSurfacePropertyType
geonode:fish_habitat_model_salmon_observations_nwbc_2,fish_habitat_model_salmon_observations_nwbc_2,No abstract provided,EPSG:3005,,"fid_1, the_geom, fid, fish_obser, species_co, observatio, fish_obsrv, linear_fea, blue_line_, wscode_ltr, localcode_, downstream, watershed_, fish_habitat_model_salmon_observations_nwbc_2",gml:PointPropertyType
geonode:fish_observation_points,fish_observation_points,No abstract provided,EPSG:3005,,"fid, the_geom, SPECIES_CD, PNT_TYP_CD, OBS_DT, SOURCE, SOURCE_REF, UTM_ZONE, UTM_EAST, UTM_NORTH, LF_STG_CD, LIFE_STAGE, SPECIES_NM, WTRBDY_TYE, GZTTD_NM, NEW_WS_CD, TRMD_WS_CD, fish_observation_points",gml:PointPropertyType
geonode:fish_passage_assessment,fish_passage_assessment,No abstract provided,EPSG:3005,,"fid, the_geom, FNDNG_PRJT, PROJECT_ID, FNDNG_SRCE, AS_RSP_NME, CNSLTNT_NM, ASSSSMNT_E, STR_X_ID, UTM_ZONE, TMSTNG, TMNRTHNG, STR_NAME, RD_NAME, CRSSNG_TYD, CRSSNG_TYC, CRSSNG_SBD, CRSSNG_SBC, CRRNT_PSCS, CRRNT_CR_C, CRRNT_CR_D, CRRNT_CRSD, CRRNT_CRSC, CRRNT_BRRD, CRRNT_BRRN, fish_passage_assessment",gml:PointPropertyType
geonode:ften_cutblocks,ften_cutblocks,No abstract provided,EPSG:3005,,"fid, the_geom, CTBLCKFRST, BLK_ST_CD, BLK_ST_DT, PLN_HRV_DT, PLN_NET_AR, DSTRBNCSTR, DSTRBNCNDD, CLIENT_NUM, ADM_DST_NM, GEO_DST_NM, HVA_ST_CD, RETIRE_DT, ften_cutblocks",gml:MultiSurfacePropertyType
geonode:ften_roads,ften_roads,No abstract provided,EPSG:3005,,"fid, the_geom, FFID, RD_NAME, RD_LENGTH, RETIRE_DT, FILE_ST_CD, FILE_TY_DS, AWARD_DT, EXPIRE_DT, CLIENT_NM, LIFE_ST_CD, ften_roads",gml:MultiLineStringPropertyType
geonode:fwa_obstructions,fwa_obstructions,No abstract provided,EPSG:3005,,"fid, the_geom, OBST_ID, WSHED_ID, OBST_TYPE, fwa_obstructions",gml:PointPropertyType
geonode:geochemical_survey,geochemical_survey,No abstract provided,EPSG:3005,,"fid, the_geom, RGS_PNT_ID, WHEN_CREAT, WHEN_UPDAT, BANK_TYPE, CHANL_BED, CHANL_PAT, COMPOSITN, CONTAMNATN, DRAING_PAT, ELEVATION, LAKE_CNTAM, LK_SED_COM, LATITUDE, LONGITUDE, MATERIAL, PHYSIOGRPY, REP_SAM_ST, SEDI_PRECP, geochemical_survey",gml:PointPropertyType
geonode:golden_triangle_extent,golden_triangle_extent,No abstract provided,EPSG:3005,,"fid, the_geom, id, golden_triangle_extent",gml:MultiSurfacePropertyType
geonode:ground_water_well_points,ground_water_well_points,No abstract provided,EPSG:3005,,"fid, the_geom, SYSID, WELL_TAG, ID_PLATE, ADDRESS, CITY, LOCN_DESCR, WELLSTATUS, WELL_CLASS, WLL_SBCLSS, INTEND_USE, WELL_URL, COMPANY, DIAMETER, GRND_ELEV, EMS_ID, AQFR_MTRL, ground_water_well_points",gml:PointPropertyType
geonode:hist_fire_perimeters,hist_fire_perimeters,No abstract provided,EPSG:3005,,"fid, the_geom, FIRE_NUM, FIRE_YEAR, FIRE_CAUSE, AREA_HA, FIRE_DATE, METHOD, hist_fire_perimeters",gml:MultiSurfacePropertyType
